Type;Registry Designator;Item Designator;Ver;Reference Name;Description;Standard(s);;Deprecated
Nrm;Normative;Normative;Nrm;Normative;Normative;Normative;Notes;Nrm
Node or Leaf;Note: Byte 8 is the version number of the registry at the point of Label registration;;;;;(where applicable);;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.36;01;MXF-GC Clip-wrapped Uncompressed 1080x29.97PsF 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x29.97PsF video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.37;01;MXF-GC Line-wrapped Uncompressed 1080x29.97PsF 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x29.97PsF video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.39;01;MXF-GC Frame-wrapped Uncompressed 1080x59.94I 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x59.94I video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.3A;01;MXF-GC Clip-wrapped Uncompressed 1080x59.94I 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x59.94I video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.3B;01;MXF-GC Line-wrapped Uncompressed 1080x59.94I 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x59.94I video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.41;01;MXF-GC Frame-wrapped Uncompressed 1080x30P 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x30P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.42;01;MXF-GC Clip-wrapped Uncompressed 1080x30P 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x30P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.43;01;MXF-GC Line-wrapped Uncompressed 1080x30P 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x30P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.45;01;MXF-GC Frame-wrapped Uncompressed 1080x30PsF 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x30PsF video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.46;01;MXF-GC Clip-wrapped Uncompressed 1080x30PsF 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x30PsF video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.47;01;MXF-GC Line-wrapped Uncompressed 1080x30PsF 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x30PsF video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.49;01;MXF-GC Frame-wrapped Uncompressed 1080x60I 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x60I video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.4A;01;MXF-GC Clip-wrapped Uncompressed 1080x60I 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x60I video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.4B;01;MXF-GC Line-wrapped Uncompressed 1080x60I 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x60I video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.51;01;MXF-GC Frame-wrapped Uncompressed 1080x50P 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x50P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.52;01;MXF-GC Clip-wrapped Uncompressed 1080x50P 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x50P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.53;01;MXF-GC Line-wrapped Uncompressed 1080x50P 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x50P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.59;01;MXF-GC Frame-wrapped Uncompressed 1080x59.94P 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x59.94P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.5A;01;MXF-GC Clip-wrapped Uncompressed 1080x59.94P 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x59.94P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.5B;01;MXF-GC Line-wrapped Uncompressed 1080x59.94P 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x59.94P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.61;01;MXF-GC Frame-wrapped Uncompressed 1080x60P 1920 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 1080x60P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.62;01;MXF-GC Clip-wrapped Uncompressed 1080x60P 1920 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 1080x60P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.02.63;01;MXF-GC Line-wrapped Uncompressed 1080x60P 1920 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 1080x60P video using 1920 pixels and 422 sampling;SMPTE ST 384;;
Node;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.00;01;MXF-GC Uncompressed 720 HD;Identifiers for MXF-GC Uncompressed High Definition video using 720 active lines;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.01;01;MXF-GC Frame-wrapped Uncompressed 720x23.98P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x23.98P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.02;01;MXF-GC Clip-wrapped Uncompressed 720x23.98P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x23.98P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.03;01;MXF-GC Line-wrapped Uncompressed 720x23.98P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x23.98P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.05;01;MXF-GC Frame-wrapped Uncompressed 720x24P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x24P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.06;01;MXF-GC Clip-wrapped Uncompressed 720x24P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x24P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.07;01;MXF-GC Line-wrapped Uncompressed 720x24P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x24P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.09;01;MXF-GC Frame-wrapped Uncompressed 720x25P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x25P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.0A;01;MXF-GC Clip-wrapped Uncompressed 720x25P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x25P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.0B;01;MXF-GC Line-wrapped Uncompressed 720x25P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x25P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.11;01;MXF-GC Frame-wrapped Uncompressed 720x29.97P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x29.97P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.12;01;MXF-GC Clip-wrapped Uncompressed 720x29.97P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x29.97P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.13;01;MXF-GC Line-wrapped Uncompressed 720x29.97P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x29.97P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.15;01;MXF-GC Frame-wrapped Uncompressed 720x30P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x30P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.16;01;MXF-GC Clip-wrapped Uncompressed 720x30P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x30P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.17;01;MXF-GC Line-wrapped Uncompressed 720x30P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x30P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.19;01;MXF-GC Frame-wrapped Uncompressed 720x50P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x50P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.1A;01;MXF-GC Clip-wrapped Uncompressed 720x50P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x50P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.1B;01;MXF-GC Line-wrapped Uncompressed 720x50P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x50P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.21;01;MXF-GC Frame-wrapped Uncompressed 720x59.94P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x59.94P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.22;01;MXF-GC Clip-wrapped Uncompressed 720x59.94P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x59.94P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.23;01;MXF-GC Line-wrapped Uncompressed 720x59.94P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x59.94P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.25;01;MXF-GC Frame-wrapped Uncompressed 720x60P 1280 422;Identifier for a MXF-GC Frame-wrapped source of Uncompressed 720x60P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.26;01;MXF-GC Clip-wrapped Uncompressed 720x60P 1280 422;Identifier for a MXF-GC Clip-wrapped source of Uncompressed 720x60P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.03.27;01;MXF-GC Line-wrapped Uncompressed 720x60P 1280 422;Identifier for a MXF-GC Line-wrapped source of Uncompressed 720x60P video using 1280 pixels and 422 sampling;SMPTE ST 384;;
Node;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.7F.00;01;MXF-GC Uncompressed Non-standard Format;Identifiers for non-standardised uncompressed video formats. Parameters to be determined from the appropriate Essence Descriptor;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.7F.01;01;MXF-GC Frame-wrapped Uncompressed Non-standard video line format;Identifier for a MXF-GC Frame-wrapped, Uncompressed, Non-standard video line format;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.7F.02;01;MXF-GC Clip-wrapped Uncompressed Non-standard video line format;Identifier for a MXF-GC Clip-wrapped, Uncompressed, Non-standard video line format;SMPTE ST 384;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.05.7F.03;01;MXF-GC Line-wrapped Uncompressed Non-standard video line format;Identifier for a MXF-GC Line-wrapped, Uncompressed, Non-standard video line format;SMPTE ST 384;;
Node;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.06.00.00;01;MXF-GC AES-BWF Audio;Identifiers for MXF-GC Mappings of AES3 and Broadcast Wave audio data;;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.06.01.00;01;MXF-GC Frame-wrapped Broadcast Wave audio data;Identifier for MXF-GC, Frame-wrapped Broadcast Wave audio data;SMPTE ST 382;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.06.02.00;01;MXF-GC Clip-wrapped Broadcast Wave audio data;Identifier for MXF-GC, Clip-wrapped Broadcast Wave audio data;SMPTE ST 382;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.06.03.00;01;MXF-GC Frame-wrapped AES3 audio data;Identifier for MXF-GC, Frame-wrapped AES3 audio data;SMPTE ST 382;;
Leaf;06.0E.2B.34.04.01.01.01;0D.01.03.01.02.06.04.00;01;MXF-GC Clip-wrapped AES3 audio data;Identifier for MXF-GC, Clip-wrapped AES3 audio data;SMPTE ST 382;;
Leaf;06.0E.2B.34.04.01.01.05;0D.01.03.01.02.06.08.00;05;MXF-GC Custom-wrapped Broadcast Wave audio data;Identifier for MXF-GC, Custom-wrapped Broadcast Wave audio data;SMPTE ST 382;;
Leaf;06.0E.2B.34.04.01.01.05;0D.01.03.01.02.06.09.00;05;MXF-GC Custom-wrapped AES3 audio data;Identifier for MXF-GC, Custom-wrapped AES3 audio data;SMPTE ST 382;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.00.00;02;MXF-GC MPEG PES;Identifiers for Mappings using MPEG Packetised Elementary Streams;;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.00;02;MXF-GC MPEG PES ProgStreamMap;Identifiers for MXF mappings of MPEG PES with a ProgStreamMap SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.01;02;MXF-GC Frame-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.02;02;MXF-GC Clip-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.03;02;MXF-GC CustomStripe-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.04;02;MXF-GC CustomPES-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.06;02;MXF-GC CustomSplice MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomSplice MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.08;02;MXF-GC CustomSlave-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3C.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES ProgStreamMap SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with ProgStreamMap SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.00;02;MXF-GC MPEG PES PrivateStream1 SID;Identifiers for MXF mappings of MPEG PES with a PrivateStream1 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.01;02;MXF-GC Frame-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.02;02;MXF-GC Clip-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.03;02;MXF-GC CustomStripe-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.04;02;MXF-GC CustomPES-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.06;02;MXF-GC CustomSplice MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.08;02;MXF-GC CustomSlave-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3D.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES PrivateStream1 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with PrivateStream1 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.00;02;MXF-GC MPEG PES PaddingStream SID;Identifiers for MXF mappings of MPEG PES with a PaddingStream SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.01;02;MXF-GC Frame-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.02;02;MXF-GC Clip-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.03;02;MXF-GC CustomStripe-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.04;02;MXF-GC CustomPES-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.06;02;MXF-GC CustomSplice MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomSplice MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.08;02;MXF-GC CustomSlave-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3E.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES PaddingStream SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with PaddingStream SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.00;02;MXF-GC MPEG PES PrivateStream2 SID;Identifiers for MXF mappings of MPEG PES with a PrivateStream2 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.01;02;MXF-GC Frame-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.02;02;MXF-GC Clip-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.03;02;MXF-GC CustomStripe-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.04;02;MXF-GC CustomPES-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.06;02;MXF-GC CustomSplice MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.08;02;MXF-GC CustomSlave-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.3F.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES PrivateStream2 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with PrivateStream2 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.00;02;MXF-GC MPEG PES AudioStream-0 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-0 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
